datetime,kWh,hourlybill,Price,Temperature
2015-01-04,206.194,6.6001971,3.1921874999999997,-1.6177083333333335
2015-01-11,426.054,16.9518011,3.9973214285714285,-9.75297619047619
2015-01-18,404.74,18.7167757,4.570654761904762,-6.519047619047619
2015-01-25,466.239,20.982052,4.527678571428571,-13.1375
2015-02-01,434.367,17.3448071,4.134285714285714,-1.6845238095238095
2015-02-08,464.307,19.9480914,4.2786904761904765,-5.995833333333333
2015-02-15,437.471,18.9975521,4.423809523809524,-2.7785714285714285
2015-02-22,411.653,16.4618425,4.111488095238095,-0.30714285714285716
2015-03-01,454.673,15.5973582,3.5498214285714287,0.8892857142857143
2015-03-08,384.3,14.1257492,3.6805357142857145,1.2404761904761905
2015-03-15,396.611,14.3366613,3.6688095238095237,0.42738095238095236
2015-03-22,404.712,14.0404041,3.55875,-1.3410714285714287
2015-03-29,448.023,16.1187206,3.656946107784431,-1.961676646706587
2015-04-05,363.125,13.9572074,3.7901190476190476,1.6184523809523808
2015-04-12,331.682,11.5312193,3.5635119047619046,3.0357142857142856
2015-04-19,287.033,10.4373656,3.7314285714285713,3.322619047619048
2015-04-26,335.455,11.8987317,3.7637499999999995,2.893452380952381
2015-05-03,293.087,10.4009797,3.6079166666666667,4.135119047619048
2015-05-10,231.186,7.1813447,3.1583928571428572,8.619047619047619
2015-05-17,238.883,6.7923653999999996,2.788511904761905,6.714285714285714
2015-05-24,239.426,8.0643693,3.4752976190476192,7.942857142857143
2015-05-31,193.344,6.5773482,3.5252380952380955,10.704761904761906
2015-06-07,184.492,4.8763172,2.7795833333333335,10.0875
2015-06-14,198.419,3.6166581,2.001904761904762,10.523214285714285
2015-06-21,196.734,3.8689001,1.9948809523809523,11.663690476190476
2015-06-28,180.61,5.9231213,3.495595238095238,13.957142857142859
2015-07-05,161.203,4.0793527,2.9736309523809523,14.657142857142858
2015-07-12,177.892,5.962356,3.700714285714286,13.845238095238095
2015-07-19,175.67,6.501578,3.7983333333333333,13.53392857142857
2015-07-26,167.667,6.0959872,3.4901785714285714,14.908333333333333
2015-08-02,168.033,4.4003705,2.5787500000000003,15.515476190476189
2015-08-09,170.794,5.3449771,3.1669642857142852,15.950595238095238
2015-08-16,164.995,5.8457118999999995,4.06452380952381,15.261309523809524
2015-08-23,80.06,3.0950231,4.5216071428571425,15.49047619047619
2015-08-30,80.83,3.357962,4.361547619047619,15.120833333333334
2015-09-06,182.043,6.8635882,4.01625,11.359523809523811
2015-09-13,227.475,8.7453744,4.024285714285715,11.122619047619047
2015-09-20,169.34199999999998,6.4704183,3.790892857142857,12.872619047619047
2015-09-27,204.931,7.6519249,3.8622619047619047,11.439880952380953
2015-10-04,252.154,8.242242,3.5149999999999997,9.098809523809523
2015-10-11,346.321,17.3454022,5.375952380952381,0.825595238095238
2015-10-18,284.033,10.0906993,3.7386904761904765,6.758333333333334
2015-10-25,307.603,11.3385757,3.852105263157895,6.082456140350876
2015-11-01,413.842,17.6710413,4.24375,2.019047619047619
2015-11-08,332.544,13.1734456,4.0477380952380955,5.001785714285714
2015-11-15,351.5,13.1129597,3.790952380952381,2.2029761904761904
2015-11-22,342.829,12.6732189,3.8346428571428572,-0.41369047619047616
2015-11-29,310.365,12.8485491,4.226666666666667,1.9988095238095238
2015-12-06,352.49,11.37579,3.434702380952381,0.48035714285714287
2015-12-13,376.498,13.1677111,3.7004166666666665,-0.06845238095238095
2015-12-20,455.21999999999997,16.7043487,3.7369642857142855,-4.272619047619047
2015-12-27,345.497,6.7001627,1.9429166666666668,-0.6577380952380952
2016-01-03,459.849,15.7428677,3.3686904761904763,-8.025
2016-01-10,561.577,27.9764041,4.826904761904761,-18.94345238095238
2016-01-17,517.037,26.6837443,5.098690476190477,-15.548214285714286
2016-01-24,555.066,38.8502376,6.5460714285714285,-17.074404761904763
2016-01-31,416.951,13.5847065,3.2391666666666663,-2.4613095238095237
2016-02-07,435.888,14.8881999,3.4625000000000004,-4.8625
2016-02-14,339.609,10.7713998,3.3330357142857148,0.5636904761904762
2016-02-21,384.678,11.7120105,3.0847023809523813,-2.4452380952380954
2016-02-28,475.897,14.1576813,2.9836309523809526,-7.607738095238095
2016-03-06,441.81,14.5685725,3.3702380952380957,-5.1125
2016-03-13,351.495,11.5224837,3.3879166666666665,-0.5690476190476191
2016-03-20,353.057,10.8930398,3.2446428571428574,-3.113095238095238
2016-03-27,381.606,13.3625559,3.4077844311377246,-3.174850299401198
2016-04-03,301.035,9.2573066,3.219821428571428,1.8589285714285715
2016-04-10,332.279,10.1269454,3.195238095238095,3.1166666666666667
2016-04-17,325.643,10.6052477,3.3842261904761903,1.3482142857142858
2016-04-24,318.146,10.8686745,3.544761904761905,1.5660714285714288
2016-05-01,238.788,8.087953,3.5222023809523813,6.9851190476190474
2016-05-08,222.247,6.3363016000000005,2.896547619047619,8.806547619047619
2016-05-15,210.203,6.5261746,3.386428571428571,7.744642857142857
2016-05-22,211.237,7.8335257,3.857261904761905,9.308333333333334
2016-05-29,175.476,5.8473844999999995,3.6685119047619046,13.397619047619049
2016-06-05,207.804,8.1908411,4.0183333333333335,13.435714285714285
2016-06-12,181.389,7.5572551,4.239642857142857,9.14702380952381
2016-06-19,146.651,5.9400103,4.0340476190476195,13.819642857142856
2016-06-26,178.634,7.0173673,3.910476190476191,15.349404761904761
2016-07-03,178.796,9.396781,5.197619047619048,17.861309523809524
2016-07-10,201.213,7.7126572,3.841964285714286,15.402380952380952
2016-07-17,163.846,6.518133,3.9176190476190476,17.491071428571427
2016-07-24,128.437,4.872168,3.7994047619047615,18.035119047619048
2016-07-31,169.818,7.0844282000000005,4.081428571428571,18.833333333333332
2016-08-07,184.068,6.9409957,3.676904761904762,16.28214285714286
2016-08-14,166.71,6.2744323,3.7520833333333337,13.847619047619048
2016-08-21,142.496,5.6559557,4.000654761904762,14.883333333333335
2016-08-28,160.583,6.2106862,3.9961904761904763,12.66904761904762
2016-09-04,185.282,7.0070411,3.8738095238095234,11.675595238095237
2016-09-11,177.988,7.0826198,4.217440476190476,11.381547619047618
2016-09-18,207.483,8.0807557,4.133452380952381,9.242261904761905
2016-09-25,235.414,9.0236595,4.014940476190477,9.111904761904762
2016-10-02,210.185,7.8659134,3.9179761904761907,10.314285714285713
2016-10-09,244.311,10.5913498,4.520535714285715,4.245833333333333
2016-10-16,275.451,12.3386925,4.696428571428571,4.541071428571429
2016-10-23,315.409,14.3605749,4.612857142857143,3.6702380952380955
2016-10-30,286.385,13.8426275,4.919590643274854,1.6309941520467834
2016-11-06,363.068,18.133338,5.050238095238095,-2.5904761904761906
2016-11-13,484.11,29.221444,6.087202380952381,-7.236309523809524
2016-11-20,335.163,16.2699865,4.868809523809524,-0.19761904761904764
2016-11-27,345.307,15.4737466,4.522797619047619,-0.8047619047619049
2016-12-04,429.579,19.3447847,4.632678571428571,-5.914880952380953
2016-12-11,448.563,20.651294,4.6101190476190474,-6.616666666666666
2016-12-18,431.161,21.3527901,5.0182738095238095,-5.564285714285714
2016-12-25,371.897,13.1696905,3.528095238095238,0.23988095238095236
2017-01-01,412.318,14.3471773,3.416547619047619,-3.1196428571428574
2017-01-08,560.583,24.1207374,4.206309523809524,-13.098214285714286
2017-01-15,430.2,16.6354103,3.892440476190476,-1.9214285714285715
2017-01-22,438.355,18.9387365,4.279166666666667,-3.417261904761905
2017-01-29,400.092,16.6630804,4.194047619047619,-3.8785714285714286
2017-02-05,432.822,18.5150568,4.3275,-3.575
2017-02-12,494.865,24.5004601,5.019285714285714,-10.485119047619047
2017-02-19,427.543,18.0723534,4.234166666666667,-0.6297619047619047
2017-02-26,474.627,18.3512035,3.9004166666666666,-9.570833333333335
2017-03-05,442.473,17.1170745,3.8812499999999996,-7.105357142857143
2017-03-12,477.976,20.2603347,4.201488095238095,-5.021428571428571
2017-03-19,332.413,11.5141517,3.4469047619047624,-0.07023809523809524
2017-03-26,396.667,14.2067389,3.6044311377245513,-0.6850299401197605
2017-04-02,404.099,15.297683000000001,3.8148809523809524,-4.776785714285714
2017-04-09,335.289,12.3004251,3.711011904761905,0.21666666666666665
2017-04-16,380.674,13.3998606,3.532857142857143,-2.8214285714285716
2017-04-23,304.296,11.5739134,3.8634523809523804,-0.2339285714285714
2017-04-30,321.028,14.1382951,4.612559523809524,2.1851190476190476
2017-05-07,262.994,9.599354,3.642857142857143,3.2952380952380955
2017-05-14,265.198,10.6520327,4.045,0.31607142857142856
2017-05-21,250.701,8.9278504,3.63952380952381,5.908333333333333
2017-05-28,267.35699999999997,9.1726143,3.6735119047619045,7.2369047619047615
2017-06-04,244.58,9.2859704,3.936845238095238,5.305952380952381
2017-06-11,145.062,5.8090331,4.124047619047619,13.419642857142858
2017-06-18,161.662,5.8825389,3.7220238095238094,14.483333333333333
2017-06-25,35.415,1.2069976,3.4954761904761904,11.479166666666666
2017-07-02,45.538000000000004,1.7061163,3.770654761904762,14.736309523809522
2017-07-09,139.345,7.3319824,4.977916666666666,13.825595238095238
2017-07-16,180.357,7.8458708999999995,4.340714285714286,15.882142857142856
2017-07-23,151.56,5.6838672,3.7694642857142857,14.429166666666665
2017-07-30,202.572,8.131734,4.139583333333333,17.594047619047622
2017-08-06,178.788,6.5605712,3.6966071428571428,15.597619047619048
2017-08-13,137.845,5.351799,4.225238095238096,15.535119047619048
2017-08-20,167.394,6.9848462,4.636130952380952,15.657142857142858
2017-08-27,136.346,6.7876449,5.157916666666667,11.16547619047619
2017-09-03,168.814,7.6061042,4.687619047619047,11.29642857142857
2017-09-10,209.589,9.5880679,4.838630952380952,11.073214285714286
2017-09-17,186.886,8.1819268,4.543630952380953,10.0375
2017-09-24,204.158,9.1391448,4.6726190476190474,8.45892857142857
2017-10-01,207.171,8.6836758,4.4087499999999995,7.732738095238095
2017-10-08,242.363,9.0655617,3.8410119047619045,6.8601190476190474
2017-10-15,223.577,9.5904513,4.453690476190476,5.823214285714285
2017-10-22,270.251,11.0209656,4.24375,2.5273809523809527
2017-10-29,296.903,12.1971356,4.175438596491228,-0.5596491228070175
2017-11-05,341.243,12.7197688,3.7870833333333334,-2.386904761904762
2017-11-12,280.368,10.5176468,3.8053571428571424,2.9047619047619047
2017-11-19,347.285,13.9112981,4.095714285714286,-0.38392857142857145
2017-11-26,341.49,14.7606133,4.339940476190476,-2.100595238095238
2017-12-03,322.232,14.9323659,4.746130952380953,0.2625
2017-12-10,375.353,14.6269808,3.9688690476190476,-2.4720238095238094
2017-12-17,377.01,15.5739461,4.255773809523809,-2.2529761904761907
2017-12-24,427.601,16.1079051,4.001428571428572,-3.4749999999999996
2017-12-31,332.334,11.5464056,3.522440476190476,-5.341666666666667
2018-01-07,431.705,15.839261,3.6724404761904763,-2.742857142857143
2018-01-14,464.683,20.1054498,4.414702380952381,-5.005952380952381
2018-01-21,470.236,21.8306562,4.778392857142857,-9.632142857142858
2018-01-28,437.531,22.5772632,5.3967857142857145,-7.643452380952381
2018-02-04,480.412,21.0002943,4.538333333333334,-11.580357142857142
2018-02-11,538.146,27.1750891,5.152619047619048,-10.989880952380952
2018-02-18,468.783,21.4953804,4.691904761904762,-6.913095238095239
2018-02-25,487.073,28.0600617,5.838452380952381,-17.00952380952381
2018-03-04,432.464,34.1112163,7.851964285714287,-11.207142857142857
2018-03-11,458.454,25.2038775,5.4139880952380945,-7.525
2018-03-18,474.861,24.7309037,5.238214285714285,-7.362500000000001
2018-03-25,444.209,23.0791862,5.2490419161676645,-8.389221556886227
2018-04-01,383.51,20.3902107,5.355178571428572,-7.610714285714285
2018-04-08,374.819,19.0394309,5.106428571428571,-1.2273809523809522
2018-04-15,280.927,13.9902189,5.02297619047619,-0.0023809523809523512
2018-04-22,223.582,10.7229407,4.913214285714285,1.8869047619047619
2018-04-29,234.989,11.21348,5.06202380952381,3.9160714285714286
2018-05-06,242.858,10.041448,4.261547619047619,5.055952380952381
2018-05-13,144.149,3.9154559,3.081666666666667,11.327976190476189
2018-05-20,156.123,7.1600479,5.420714285714285,11.57202380952381
2018-05-27,155.875,7.9080715999999995,5.6277976190476195,12.542857142857141
2018-06-03,153.982,8.6113102,5.804583333333333,13.21845238095238
